,date_time,latitude,longitude,swvht1
215,2020-12-19 07:00:00,-25.5028,-42.7274,1.9
216,2020-12-19 08:00:00,-25.5027,-42.7275,1.89
217,2020-12-19 09:00:00,-25.5026,-42.7277,1.89
218,2020-12-19 10:00:00,-25.5027,-42.7276,1.77
219,2020-12-19 11:00:00,-25.5028,-42.7276,1.79
220,2020-12-19 12:00:00,-25.5027,-42.7276,1.73
221,2020-12-19 13:00:00,-25.5028,-42.7275,1.68
222,2020-12-19 14:00:00,-25.503,-42.7272,1.72
223,2020-12-19 15:00:00,-25.5033,-42.7269,1.61
224,2020-12-19 16:00:00,-25.5035,-42.7267,1.71
225,2020-12-19 17:00:00,-25.5036,-42.7266,1.46
226,2020-12-19 18:00:00,-25.5037,-42.7266,1.54
227,2020-12-19 19:00:00,-25.5038,-42.7265,1.61
228,2020-12-19 20:00:00,-25.504,-42.7266,1.55
229,2020-12-19 21:00:00,-25.5042,-42.7267,1.65
230,2020-12-19 22:00:00,-25.5041,-42.7268,1.73
231,2020-12-19 23:00:00,-25.5044,-42.7267,1.54
232,2020-12-20 00:00:00,-25.5045,-42.7265,1.48
233,2020-12-20 01:00:00,-25.5046,-42.7259,1.43
234,2020-12-20 02:00:00,-25.5044,-42.7259,1.6
235,2020-12-20 03:00:00,-25.504,-42.7261,1.37
236,2020-12-20 04:00:00,-25.5038,-42.7263,1.39
237,2020-12-20 05:00:00,-25.5037,-42.7265,1.43
238,2020-12-20 06:00:00,-25.5036,-42.7266,1.29
239,2020-12-20 07:00:00,-25.5036,-42.7266,1.36
240,2020-12-20 08:00:00,-25.5036,-42.7266,1.44
241,2020-12-20 09:00:00,-25.5034,-42.7267,1.39
242,2020-12-20 10:00:00,-25.5033,-42.7269,1.34
243,2020-12-20 11:00:00,-25.5032,-42.7271,1.42
244,2020-12-20 12:00:00,-25.5031,-42.7272,1.37
245,2020-12-20 13:00:00,-25.503,-42.7272,1.52
246,2020-12-20 14:00:00,-25.5029,-42.7272,1.33
247,2020-12-20 15:00:00,-25.503,-42.7271,1.44
248,2020-12-20 16:00:00,-25.5032,-42.7269,1.39
249,2020-12-20 17:00:00,-25.5034,-42.7267,1.42
250,2020-12-20 18:00:00,-25.5035,-42.7267,1.39
251,2020-12-20 19:00:00,-25.5036,-42.7267,1.42
252,2020-12-20 20:00:00,-25.5034,-42.7268,1.54
253,2020-12-20 21:00:00,-25.5036,-42.7268,1.32
254,2020-12-20 22:00:00,-25.5039,-42.7267,1.36
255,2020-12-20 23:00:00,-25.5043,-42.7263,1.59
256,2020-12-21 00:00:00,-25.5046,-42.726,1.65
257,2020-12-21 01:00:00,-25.5049,-42.7258,1.81
258,2020-12-21 02:00:00,-25.5051,-42.7255,1.91
259,2020-12-21 03:00:00,-25.5051,-42.7255,1.85
260,2020-12-21 04:00:00,-25.5049,-42.7255,2.07
261,2020-12-21 05:00:00,-25.5046,-42.7256,1.84
262,2020-12-21 06:00:00,-25.5043,-42.7257,1.94
263,2020-12-21 07:00:00,-25.5041,-42.7259,1.82
264,2020-12-21 08:00:00,-25.5038,-42.7261,1.8
265,2020-12-21 09:00:00,-25.5034,-42.7263,1.91
266,2020-12-21 10:00:00,-25.503,-42.7267,1.88
267,2020-12-21 11:00:00,-25.5026,-42.7271,1.81
268,2020-12-21 12:00:00,-25.5022,-42.7276,1.88
269,2020-12-21 13:00:00,-25.5019,-42.728,1.81
270,2020-12-21 14:00:00,-25.5017,-42.7282,1.62
271,2020-12-21 15:00:00,-25.5017,-42.7283,1.72
272,2020-12-21 16:00:00,-25.5019,-42.7282,1.7
273,2020-12-21 17:00:00,-25.502,-42.7281,1.64
274,2020-12-21 18:00:00,-25.5021,-42.7281,1.78
275,2020-12-21 19:00:00,-25.5021,-42.728,1.52
276,2020-12-21 20:00:00,-25.5021,-42.7281,1.55
277,2020-12-21 21:00:00,-25.5019,-42.7282,1.51
278,2020-12-21 22:00:00,-25.502,-42.7282,1.43
279,2020-12-21 23:00:00,-25.502,-42.7282,1.63
280,2020-12-22 00:00:00,-25.5019,-42.7282,1.86
281,2020-12-22 01:00:00,-25.5016,-42.7285,2.07
282,2020-12-22 02:00:00,-25.5015,-42.7286,2.16
283,2020-12-22 03:00:00,-25.5014,-42.7286,2.19
284,2020-12-22 04:00:00,-25.5014,-42.7286,2.46
285,2020-12-22 05:00:00,-25.5012,-42.7288,2.49
286,2020-12-22 06:00:00,-25.5011,-42.729,3.06
287,2020-12-22 07:00:00,-25.501,-42.7293,3.1
288,2020-12-22 08:00:00,-25.5009,-42.7295,3.16
289,2020-12-22 09:00:00,-25.5007,-42.7298,3.05
290,2020-12-22 10:00:00,-25.5007,-42.73,3.03
291,2020-12-22 11:00:00,-25.5007,-42.7299,3.33
292,2020-12-22 12:00:00,-25.5006,-42.7299,3.26
293,2020-12-22 13:00:00,-25.5007,-42.7298,3.07
294,2020-12-22 14:00:00,-25.5009,-42.7294,3.12
295,2020-12-22 15:00:00,-25.5011,-42.729,3.05
296,2020-12-22 16:00:00,-25.5013,-42.7288,3.0
297,2020-12-22 17:00:00,-25.5015,-42.7285,2.82
298,2020-12-22 18:00:00,-25.5017,-42.7283,3.08
299,2020-12-22 19:00:00,-25.5019,-42.7282,2.59
300,2020-12-22 20:00:00,-25.5019,-42.7281,2.6
301,2020-12-22 21:00:00,-25.5019,-42.7281,2.62
302,2020-12-22 22:00:00,-25.5018,-42.7281,2.29
303,2020-12-22 23:00:00,-25.5018,-42.7281,2.35
304,2020-12-23 00:00:00,-25.5017,-42.7281,2.36
305,2020-12-23 01:00:00,-25.5018,-42.7281,2.17
306,2020-12-23 02:00:00,-25.5017,-42.7281,2.27
307,2020-12-23 03:00:00,-25.5016,-42.7281,2.01
308,2020-12-23 04:00:00,-25.5015,-42.7283,1.9
309,2020-12-23 05:00:00,-25.5015,-42.7284,2.08
310,2020-12-23 06:00:00,-25.5015,-42.7284,1.79
311,2020-12-23 07:00:00,-25.5015,-42.7284,1.91
312,2020-12-23 08:00:00,-25.5014,-42.7286,1.98
313,2020-12-23 09:00:00,-25.5011,-42.729,1.9
314,2020-12-23 10:00:00,-25.5008,-42.7295,1.74
315,2020-12-23 11:00:00,-25.5006,-42.73,1.98
316,2020-12-23 12:00:00,-25.5006,-42.73,1.92
317,2020-12-23 13:00:00,-25.5005,-42.7302,1.94
318,2020-12-23 14:00:00,-25.5006,-42.7301,1.94
319,2020-12-23 15:00:00,-25.5006,-42.7301,1.83
320,2020-12-23 16:00:00,-25.5007,-42.7299,1.96
321,2020-12-23 17:00:00,-25.5008,-42.7296,1.74
322,2020-12-23 18:00:00,-25.501,-42.7294,2.03
323,2020-12-23 19:00:00,-25.501,-42.7294,1.87
324,2020-12-23 20:00:00,-25.5011,-42.7293,2.06
325,2020-12-23 21:00:00,-25.5011,-42.7292,1.84
326,2020-12-23 22:00:00,-25.5011,-42.7291,1.97
327,2020-12-23 23:00:00,-25.5013,-42.7289,1.89
328,2020-12-24 00:00:00,-25.5012,-42.7288,1.96
329,2020-12-24 01:00:00,-25.5012,-42.7288,2.11
330,2020-12-24 02:00:00,-25.5013,-42.7287,1.86
331,2020-12-24 03:00:00,-25.5014,-42.7285,1.78
332,2020-12-24 04:00:00,-25.5014,-42.7286,1.97
333,2020-12-24 05:00:00,-25.5014,-42.7286,1.81
334,2020-12-24 06:00:00,-25.5013,-42.7287,1.77
335,2020-12-24 07:00:00,-25.5013,-42.7287,2.04
336,2020-12-24 08:00:00,-25.5012,-42.7289,1.75
337,2020-12-24 09:00:00,-25.5011,-42.729,1.85
338,2020-12-24 10:00:00,-25.501,-42.7292,1.66
339,2020-12-24 11:00:00,-25.5008,-42.7295,1.76
340,2020-12-24 12:00:00,-25.5007,-42.7298,1.65
341,2020-12-24 13:00:00,-25.5005,-42.7301,1.71
342,2020-12-24 14:00:00,-25.5004,-42.7302,1.88
343,2020-12-24 15:00:00,-25.5004,-42.7302,2.03
344,2020-12-24 16:00:00,-25.5003,-42.7303,2.0
345,2020-12-24 17:00:00,-25.5002,-42.7306,2.3
346,2020-12-24 18:00:00,-25.5002,-42.7307,2.03
347,2020-12-24 19:00:00,-25.5001,-42.7309,1.96
348,2020-12-24 20:00:00,-25.5001,-42.731,2.1
349,2020-12-24 21:00:00,-25.5001,-42.7309,2.01
350,2020-12-24 22:00:00,-25.5003,-42.7307,1.93
351,2020-12-24 23:00:00,-25.5005,-42.7302,2.02
352,2020-12-25 00:00:00,-25.5008,-42.7297,1.96
353,2020-12-25 01:00:00,-25.5011,-42.7293,1.96
354,2020-12-25 02:00:00,-25.5014,-42.7286,1.85
355,2020-12-25 03:00:00,-25.5017,-42.7281,1.76
356,2020-12-25 04:00:00,-25.502,-42.7277,1.88
357,2020-12-25 05:00:00,-25.5021,-42.7275,1.97
358,2020-12-25 06:00:00,-25.5019,-42.7277,1.82
359,2020-12-25 07:00:00,-25.5018,-42.7279,1.9
360,2020-12-25 08:00:00,-25.5016,-42.7281,1.78
361,2020-12-25 09:00:00,-25.5014,-42.7283,1.94
362,2020-12-25 10:00:00,-25.5013,-42.7286,1.95
363,2020-12-25 11:00:00,-25.5011,-42.7289,1.98
364,2020-12-25 12:00:00,-25.5009,-42.7291,2.02
365,2020-12-25 13:00:00,-25.5008,-42.7293,2.04
366,2020-12-25 14:00:00,-25.5007,-42.7295,2.12
367,2020-12-25 15:00:00,-25.5005,-42.7299,1.74
368,2020-12-25 16:00:00,-25.5003,-42.7303,1.76
369,2020-12-25 17:00:00,-25.5003,-42.7304,1.76
370,2020-12-25 18:00:00,-25.5004,-42.7303,1.81
371,2020-12-25 19:00:00,-25.5006,-42.7301,1.81
372,2020-12-25 20:00:00,-25.5007,-42.7298,1.78
373,2020-12-25 21:00:00,-25.5007,-42.7298,1.88
374,2020-12-25 22:00:00,-25.5007,-42.7297,1.85
375,2020-12-25 23:00:00,-25.5007,-42.7298,1.79
376,2020-12-26 00:00:00,-25.5007,-42.7298,1.62
377,2020-12-26 01:00:00,-25.5007,-42.7296,1.91
378,2020-12-26 02:00:00,-25.5011,-42.729,1.81
379,2020-12-26 03:00:00,-25.5016,-42.7283,1.87
380,2020-12-26 04:00:00,-25.5019,-42.7278,1.67
381,2020-12-26 05:00:00,-25.5021,-42.7276,1.74
382,2020-12-26 06:00:00,-25.5021,-42.7276,1.66
383,2020-12-26 07:00:00,-25.5019,-42.7277,1.75
384,2020-12-26 08:00:00,-25.5018,-42.7278,1.66
385,2020-12-26 09:00:00,-25.5018,-42.7279,1.67
386,2020-12-26 10:00:00,-25.5017,-42.728,1.7
387,2020-12-26 11:00:00,-25.5016,-42.7282,1.54
388,2020-12-26 12:00:00,-25.5015,-42.7283,1.66
389,2020-12-26 13:00:00,-25.5014,-42.7285,1.67
390,2020-12-26 14:00:00,-25.5012,-42.7286,1.84
391,2020-12-26 15:00:00,-25.5012,-42.7288,1.78
392,2020-12-26 16:00:00,-25.501,-42.729,1.75
393,2020-12-26 17:00:00,-25.5009,-42.7293,1.65
394,2020-12-26 18:00:00,-25.5007,-42.7296,1.62
395,2020-12-26 19:00:00,-25.5006,-42.7298,1.66
396,2020-12-26 20:00:00,-25.5005,-42.7301,1.5
397,2020-12-26 21:00:00,-25.5005,-42.7301,1.49
398,2020-12-26 22:00:00,-25.5006,-42.73,1.34
399,2020-12-26 23:00:00,-25.5006,-42.7299,1.47
400,2020-12-27 00:00:00,-25.5007,-42.7296,1.44
401,2020-12-27 01:00:00,-25.5009,-42.7293,1.34
402,2020-12-27 02:00:00,-25.5011,-42.729,1.54
403,2020-12-27 03:00:00,-25.5014,-42.7287,1.49
404,2020-12-27 04:00:00,-25.5015,-42.7284,1.5
405,2020-12-27 05:00:00,-25.5016,-42.7282,1.45
406,2020-12-27 06:00:00,-25.5017,-42.7281,1.39
407,2020-12-27 07:00:00,-25.5018,-42.728,1.45
408,2020-12-27 08:00:00,-25.5018,-42.7279,1.46
409,2020-12-27 09:00:00,-25.5018,-42.728,1.75
410,2020-12-27 10:00:00,-25.5017,-42.728,1.59
411,2020-12-27 11:00:00,-25.5018,-42.728,1.59
412,2020-12-27 12:00:00,-25.5019,-42.7277,1.67
413,2020-12-27 13:00:00,-25.502,-42.7277,1.87
414,2020-12-27 14:00:00,-25.5019,-42.7277,1.7
415,2020-12-27 15:00:00,-25.5018,-42.7279,1.57
416,2020-12-27 16:00:00,-25.5016,-42.7282,1.66
417,2020-12-27 17:00:00,-25.5013,-42.7286,1.53
418,2020-12-27 18:00:00,-25.5011,-42.729,1.62
419,2020-12-27 19:00:00,-25.501,-42.7292,1.9
420,2020-12-27 20:00:00,-25.5009,-42.7294,1.77
421,2020-12-27 21:00:00,-25.5009,-42.7294,1.83
422,2020-12-27 22:00:00,-25.501,-42.7293,1.79
423,2020-12-27 23:00:00,-25.5012,-42.7291,1.71
424,2020-12-28 00:00:00,-25.5014,-42.7288,1.74
425,2020-12-28 01:00:00,-25.5015,-42.7285,1.77
426,2020-12-28 02:00:00,-25.5017,-42.7283,1.59
427,2020-12-28 03:00:00,-25.502,-42.7279,1.62
428,2020-12-28 04:00:00,-25.5023,-42.7276,1.73
429,2020-12-28 05:00:00,-25.5025,-42.7273,1.82
430,2020-12-28 06:00:00,-25.5027,-42.727,1.91
431,2020-12-28 07:00:00,-25.5028,-42.7268,2.01
432,2020-12-28 08:00:00,-25.5026,-42.7269,2.18
433,2020-12-28 09:00:00,-25.5026,-42.727,2.29
434,2020-12-28 10:00:00,-25.5026,-42.7271,2.07
435,2020-12-28 11:00:00,-25.5027,-42.727,2.34
436,2020-12-28 12:00:00,-25.5028,-42.7268,2.29
437,2020-12-28 13:00:00,-25.5032,-42.7264,2.28
438,2020-12-28 14:00:00,-25.5035,-42.7261,2.7
439,2020-12-28 15:00:00,-25.5037,-42.726,2.32
440,2020-12-28 16:00:00,-25.5036,-42.7261,2.28
441,2020-12-28 17:00:00,-25.5034,-42.7262,2.28
442,2020-12-28 18:00:00,-25.503,-42.7266,1.98
443,2020-12-28 19:00:00,-25.5026,-42.727,1.94
444,2020-12-28 20:00:00,-25.5023,-42.7273,2.29
445,2020-12-28 21:00:00,-25.502,-42.7277,2.09
446,2020-12-28 22:00:00,-25.5017,-42.728,2.17
447,2020-12-28 23:00:00,-25.5015,-42.7282,2.03
448,2020-12-29 00:00:00,-25.5014,-42.7286,2.06
449,2020-12-29 01:00:00,-25.5012,-42.7288,2.33
450,2020-12-29 02:00:00,-25.5012,-42.7289,2.25
451,2020-12-29 03:00:00,-25.5014,-42.7288,2.17
452,2020-12-29 04:00:00,-25.5014,-42.7287,2.1
